"","states","year","statesAbbr","disease","datatype","deathpop","class","population","ratio"
"3025","Tennessee",2011,"TN","Cardiovascular disease","Nmbr",18723,"Overall",6398408,0.292619664141455
"3026","Tennessee",2011,"TN","Coronary heart disease","Nmbr",9962,"Overall",6398408,0.155694979126058
"3027","Texas",2011,"TX","Cerebrovascular disease","Nmbr",9065,"Overall",25654464,0.0353349810777571
"3028","Texas",2011,"TX","Heart failure","Nmbr",19529,"Overall",25654464,0.0761232041332066
"3029","Texas",2011,"TX","Chronic obstructive pulmonary disease","Nmbr",18178,"Overall",25654464,0.0708570640961355
"3030","Texas",2011,"TX","Coronary heart disease","Nmbr",23517,"Overall",25654464,0.0916682570331619
"3031","Texas",2011,"TX","Cardiovascular disease","Nmbr",50345,"Overall",25654464,0.196242650012099
"3037","Utah",2011,"UT","Heart failure","Nmbr",1946,"Overall",2816440,0.0690943176492309
"3038","Utah",2011,"UT","Coronary heart disease","Nmbr",1543,"Overall",2816440,0.0547854738606184
"3039","Utah",2011,"UT","Chronic obstructive pulmonary disease","Nmbr",1002,"Overall",2816440,0.0355768274843419
"3040","Utah",2011,"UT","Cardiovascular disease","Nmbr",4095,"Overall",2816440,0.145396315916547
"3041","Utah",2011,"UT","Cerebrovascular disease","Nmbr",782,"Overall",2816440,0.0277655479967619
"3042","Vermont",2011,"VT","Heart failure","Nmbr",701,"Overall",626687,0.111858072690195
"3043","Vermont",2011,"VT","Coronary heart disease","Nmbr",794,"Overall",626687,0.126698016713287
"3044","Vermont",2011,"VT","Cardiovascular disease","Nmbr",1531,"Overall",626687,0.244300583864034
"3045","Vermont",2011,"VT","Cerebrovascular disease","Nmbr",227,"Overall",626687,0.0362222289595923
"3046","Vermont",2011,"VT","Chronic obstructive pulmonary disease","Nmbr",800,"Overall",626687,0.127655432456713
"3047","Virginia",2011,"VA","Cerebrovascular disease","Nmbr",3347,"Overall",8110783,0.0412660528582752
"3048","Virginia",2011,"VA","Coronary heart disease","Nmbr",7550,"Overall",8110783,0.0930859572990672
"3049","Virginia",2011,"VA","Cardiovascular disease","Nmbr",17900,"Overall",8110783,0.220693859026927
"3050","Virginia",2011,"VA","Chronic obstructive pulmonary disease","Nmbr",5520,"Overall",8110783,0.0680575475881922
"3051","Virginia",2011,"VA","Heart failure","Nmbr",6145,"Overall",8110783,0.0757633387553335
"3052","Washington",2011,"WA","Cerebrovascular disease","Nmbr",2557,"Overall",6823229,0.0374749257279801
"3053","Washington",2011,"WA","Chronic obstructive pulmonary disease","Nmbr",6260,"Overall",6823229,0.0917454184814843
"3054","Washington",2011,"WA","Heart failure","Nmbr",6867,"Overall",6823229,0.100641499794306
"3055","Washington",2011,"WA","Coronary heart disease","Nmbr",6814,"Overall",6823229,0.0998647414589192
"3056","Washington",2011,"WA","Cardiovascular disease","Nmbr",14214,"Overall",6823229,0.208317792060035
"3057","West Virginia",2011,"WV","Heart failure","Nmbr",2818,"Overall",1854948,0.151918005248665
"3058","West Virginia",2011,"WV","Cardiovascular disease","Nmbr",6459,"Overall",1854948,0.34820383105079
"3059","West Virginia",2011,"WV","Cerebrovascular disease","Nmbr",1049,"Overall",1854948,0.0565514504988819
"3060","West Virginia",2011,"WV","Coronary heart disease","Nmbr",3140,"Overall",1854948,0.16927698242754
"3061","West Virginia",2011,"WV","Chronic obstructive pulmonary disease","Nmbr",3175,"Overall",1854948,0.17116382777307
"3062","Wisconsin",2011,"WI","Heart failure","Nmbr",5845,"Overall",5709720,0.102369293065159
"3063","Wisconsin",2011,"WI","Cardiovascular disease","Nmbr",14896,"Overall",5709720,0.260888449871447
"3064","Wisconsin",2011,"WI","Coronary heart disease","Nmbr",6762,"Overall",5709720,0.118429625270591
"3065","Wisconsin",2011,"WI","Chronic obstructive pulmonary disease","Nmbr",4879,"Overall",5709720,0.0854507751693603
"3066","Wisconsin",2011,"WI","Cerebrovascular disease","Nmbr",2554,"Overall",5709720,0.0447307398611491
"3067","Wyoming",2011,"WY","Coronary heart disease","Nmbr",557,"Overall",567768,0.0981034507052176
"3068","Wyoming",2011,"WY","Cardiovascular disease","Nmbr",1213,"Overall",567768,0.213643600907413
"3069","Wyoming",2011,"WY","Chronic obstructive pulmonary disease","Nmbr",605,"Overall",567768,0.106557608037086
"3070","Wyoming",2011,"WY","Heart failure","Nmbr",473,"Overall",567768,0.0833086753744487
"3071","Wyoming",2011,"WY","Cerebrovascular disease","Nmbr",214,"Overall",567768,0.0376914514379113
"3072","Alabama",2012,"AL","Cerebrovascular disease","Nmbr",2628,"Overall",4816089,0.0545670979086973
"3073","Alabama",2012,"AL","Heart failure","Nmbr",5705,"Overall",4816089,0.118457113230258
"3074","Alabama",2012,"AL","Chronic obstructive pulmonary disease","Nmbr",4876,"Overall",4816089,0.101243976180673
"3075","Alabama",2012,"AL","Cardiovascular disease","Nmbr",15722,"Overall",4816089,0.326447455601423
"3076","Alabama",2012,"AL","Coronary heart disease","Nmbr",5303,"Overall",4816089,0.110110091404042
"3077","Alaska",2012,"AK","Cerebrovascular disease","Nmbr",188,"Overall",731228,0.0257101752121089
"3078","Alaska",2012,"AK","Chronic obstructive pulmonary disease","Nmbr",409,"Overall",731228,0.0559333067114498
"3079","Alaska",2012,"AK","Cardiovascular disease","Nmbr",955,"Overall",731228,0.130602219827468
"3080","Alaska",2012,"AK","Heart failure","Nmbr",368,"Overall",731228,0.050326300415192
"3081","Alaska",2012,"AK","Coronary heart disease","Nmbr",414,"Overall",731228,0.056617087967091
"3082","Arizona",2012,"AZ","Coronary heart disease","Nmbr",7480,"Overall",6553262,0.114141629008576
"3083","Arizona",2012,"AZ","Cardiovascular disease","Nmbr",14267,"Overall",6553262,0.217708371800181
"3084","Arizona",2012,"AZ","Heart failure","Nmbr",4393,"Overall",6553262,0.0670353176784325
"3085","Arizona",2012,"AZ","Chronic obstructive pulmonary disease","Nmbr",5269,"Overall",6553262,0.0804027063163353
"3086","Arizona",2012,"AZ","Cerebrovascular disease","Nmbr",2164,"Overall",6553262,0.0330217226169196
"3087","Arkansas",2012,"AR","Coronary heart disease","Nmbr",4605,"Overall",2949499,0.156128210248588
"3088","Arkansas",2012,"AR","Heart failure","Nmbr",3882,"Overall",2949499,0.131615572678614
"3089","Arkansas",2012,"AR","Cerebrovascular disease","Nmbr",1664,"Overall",2949499,0.0564163608802715
"3090","Arkansas",2012,"AR","Chronic obstructive pulmonary disease","Nmbr",3209,"Overall",2949499,0.108798138260091
"3091","Arkansas",2012,"AR","Cardiovascular disease","Nmbr",9629,"Overall",2949499,0.326462222906331
"3092","California",2012,"CA","Heart failure","Nmbr",29270,"Overall",38056055,0.0769128592020376
"3093","California",2012,"CA","Cerebrovascular disease","Nmbr",13542,"Overall",38056055,0.0355843505061153
"3094","California",2012,"CA","Cardiovascular disease","Nmbr",80373,"Overall",38056055,0.211196352328164
"3095","California",2012,"CA","Coronary heart disease","Nmbr",39506,"Overall",38056055,0.10381002444946
"3096","California",2012,"CA","Chronic obstructive pulmonary disease","Nmbr",25576,"Overall",38056055,0.0672061252801952
"3097","Colorado",2012,"CO","Cerebrovascular disease","Nmbr",1576,"Overall",5191731,0.0303559641283418
"3098","Colorado",2012,"CO","Chronic obstructive pulmonary disease","Nmbr",4020,"Overall",5191731,0.0774308222055419
"3099","Colorado",2012,"CO","Coronary heart disease","Nmbr",3640,"Overall",5191731,0.0701114907532767
"3100","Colorado",2012,"CO","Heart failure","Nmbr",3823,"Overall",5191731,0.0736363266894991
"3101","Colorado",2012,"CO","Cardiovascular disease","Nmbr",8643,"Overall",5191731,0.166476267741915
"3102","Connecticut",2012,"CT","Cerebrovascular disease","Nmbr",1273,"Overall",3593541,0.0354246688711775
"3103","Connecticut",2012,"CT","Coronary heart disease","Nmbr",4053,"Overall",3593541,0.112785689658195
"3104","Connecticut",2012,"CT","Cardiovascular disease","Nmbr",9176,"Overall",3593541,0.255347024007796
"3105","Connecticut",2012,"CT","Heart failure","Nmbr",3418,"Overall",3593541,0.0951150967805849
"3106","Connecticut",2012,"CT","Chronic obstructive pulmonary disease","Nmbr",2662,"Overall",3593541,0.0740773515593672
"3107","Delaware",2012,"DE","Cardiovascular disease","Nmbr",2317,"Overall",917099,0.252644480039778
"3108","Delaware",2012,"DE","Coronary heart disease","Nmbr",1185,"Overall",917099,0.1292117862957
"3109","Delaware",2012,"DE","Cerebrovascular disease","Nmbr",404,"Overall",917099,0.0440519507708546
"3110","Delaware",2012,"DE","Chronic obstructive pulmonary disease","Nmbr",824,"Overall",917099,0.0898485332554065
"3111","Delaware",2012,"DE","Heart failure","Nmbr",710,"Overall",917099,0.0774180322953138
"3112","District of Columbia",2012,"DC","Heart failure","Nmbr",321,"Overall",635342,0.0505239697674638
"3113","District of Columbia",2012,"DC","Chronic obstructive pulmonary disease","Nmbr",281,"Overall",635342,0.0442281479895867
"3114","District of Columbia",2012,"DC","Coronary heart disease","Nmbr",838,"Overall",635342,0.131897466246525
"3115","District of Columbia",2012,"DC","Cerebrovascular disease","Nmbr",207,"Overall",635342,0.0325808777005141
"3116","District of Columbia",2012,"DC","Cardiovascular disease","Nmbr",1627,"Overall",635342,0.256082550815152
"3117","Florida",2012,"FL","Cerebrovascular disease","Nmbr",8456,"Overall",19352021,0.0436956946253831
"3118","Florida",2012,"FL","Cardiovascular disease","Nmbr",54678,"Overall",19352021,0.282544133245825
"3119","Florida",2012,"FL","Chronic obstructive pulmonary disease","Nmbr",18886,"Overall",19352021,0.0975918742543737
"3120","Florida",2012,"FL","Heart failure","Nmbr",14848,"Overall",19352021,0.0767258365418268
"3121","Florida",2012,"FL","Coronary heart disease","Nmbr",28195,"Overall",19352021,0.145695377242511
"3122","Georgia",2012,"GA","Coronary heart disease","Nmbr",7294,"Overall",9917639,0.0735457299867438
"3123","Georgia",2012,"GA","Chronic obstructive pulmonary disease","Nmbr",6634,"Overall",9917639,0.0668909203087549
"3124","Georgia",2012,"GA","Cerebrovascular disease","Nmbr",3636,"Overall",9917639,0.0366619514987388
"3125","Georgia",2012,"GA","Heart failure","Nmbr",7295,"Overall",9917639,0.0735558130317105
"3126","Georgia",2012,"GA","Cardiovascular disease","Nmbr",21357,"Overall",9917639,0.21534359135274
"3127","Hawaii",2012,"HI","Heart failure","Nmbr",929,"Overall",1392641,0.0667077875777031
"3128","Hawaii",2012,"HI","Coronary heart disease","Nmbr",1225,"Overall",1392641,0.0879623679038604
"3129","Hawaii",2012,"HI","Chronic obstructive pulmonary disease","Nmbr",551,"Overall",1392641,0.0395651140530833
"3130","Hawaii",2012,"HI","Cardiovascular disease","Nmbr",3251,"Overall",1392641,0.233441353514653
"3131","Hawaii",2012,"HI","Cerebrovascular disease","Nmbr",634,"Overall",1392641,0.0455250132661612
"3132","Idaho",2012,"ID","Cardiovascular disease","Nmbr",3386,"Overall",1596097,0.212142495098982
"3133","Idaho",2012,"ID","Chronic obstructive pulmonary disease","Nmbr",1363,"Overall",1596097,0.0853958124098974
"3134","Idaho",2012,"ID","Coronary heart disease","Nmbr",1422,"Overall",1596097,0.0890923296015217
"3135","Idaho",2012,"ID","Cerebrovascular disease","Nmbr",610,"Overall",1596097,0.0382182285913701
"3136","Idaho",2012,"ID","Heart failure","Nmbr",1511,"Overall",1596097,0.0946684318058364
"3137","Illinois",2012,"IL","Chronic obstructive pulmonary disease","Nmbr",9609,"Overall",12875167,0.074632041665945
"3138","Illinois",2012,"IL","Cerebrovascular disease","Nmbr",5337,"Overall",12875167,0.0414518895172389
"3139","Illinois",2012,"IL","Heart failure","Nmbr",11317,"Overall",12875167,0.0878978890137891
"3140","Illinois",2012,"IL","Coronary heart disease","Nmbr",14709,"Overall",12875167,0.114243178360327
"3141","Illinois",2012,"IL","Cardiovascular disease","Nmbr",32158,"Overall",12875167,0.24976763408195
"3142","Indiana",2012,"IN","Chronic obstructive pulmonary disease","Nmbr",7946,"Overall",6538283,0.121530377317715
"3143","Indiana",2012,"IN","Cardiovascular disease","Nmbr",18030,"Overall",6538283,0.275760471059451
"3144","Indiana",2012,"IN","Coronary heart disease","Nmbr",8195,"Overall",6538283,0.125338716601897
"3145","Indiana",2012,"IN","Heart failure","Nmbr",7421,"Overall",6538283,0.113500746296849
"3146","Indiana",2012,"IN","Cerebrovascular disease","Nmbr",3073,"Overall",6538283,0.0470001069088016
"3147","Iowa",2012,"IA","Heart failure","Nmbr",3589,"Overall",3076636,0.116653383760705
"3148","Iowa",2012,"IA","Coronary heart disease","Nmbr",4870,"Overall",3076636,0.158289768435395
"3149","Iowa",2012,"IA","Cardiovascular disease","Nmbr",9148,"Overall",3076636,0.297337741611292
"3150","Iowa",2012,"IA","Cerebrovascular disease","Nmbr",1422,"Overall",3076636,0.046219312261834
"3151","Iowa",2012,"IA","Chronic obstructive pulmonary disease","Nmbr",3576,"Overall",3076636,0.116230844337777
"3152","Kansas",2012,"KS","Chronic obstructive pulmonary disease","Nmbr",2808,"Overall",2886281,0.0972878247128398
"3153","Kansas",2012,"KS","Coronary heart disease","Nmbr",3024,"Overall",2886281,0.104771503536904
"3154","Kansas",2012,"KS","Heart failure","Nmbr",3192,"Overall",2886281,0.110592142622288
"3155","Kansas",2012,"KS","Cardiovascular disease","Nmbr",7569,"Overall",2886281,0.262240578793264
"3156","Kansas",2012,"KS","Cerebrovascular disease","Nmbr",1343,"Overall",2886281,0.0465304660218461
"3157","Kentucky",2012,"KY","Heart failure","Nmbr",5003,"Overall",4382667,0.114154235309231
"3158","Kentucky",2012,"KY","Cardiovascular disease","Nmbr",12931,"Overall",4382667,0.295048654164234
"3159","Kentucky",2012,"KY","Chronic obstructive pulmonary disease","Nmbr",6027,"Overall",4382667,0.137519003839443
"3160","Kentucky",2012,"KY","Cerebrovascular disease","Nmbr",2073,"Overall",4382667,0.0472999659796193
"3161","Kentucky",2012,"KY","Coronary heart disease","Nmbr",5828,"Overall",4382667,0.132978389642654
"3162","Louisiana",2012,"LA","Heart failure","Nmbr",4280,"Overall",4603676,0.0929691837566327
"3163","Louisiana",2012,"LA","Cardiovascular disease","Nmbr",12906,"Overall",4603676,0.280341188215678
"3164","Louisiana",2012,"LA","Cerebrovascular disease","Nmbr",2039,"Overall",4603676,0.0442906929158351
"3165","Louisiana",2012,"LA","Chronic obstructive pulmonary disease","Nmbr",3555,"Overall",4603676,0.0772208991249601
"3166","Louisiana",2012,"LA","Coronary heart disease","Nmbr",5341,"Overall",4603676,0.116015983748639
"3167","Maine",2012,"ME","Coronary heart disease","Nmbr",1505,"Overall",1328888,0.113252584115441
"3168","Maine",2012,"ME","Heart failure","Nmbr",1554,"Overall",1328888,0.116939877551758
"3169","Maine",2012,"ME","Chronic obstructive pulmonary disease","Nmbr",1521,"Overall",1328888,0.114456598298728
"3170","Maine",2012,"ME","Cerebrovascular disease","Nmbr",619,"Overall",1328888,0.0465802987159189
"3171","Maine",2012,"ME","Cardiovascular disease","Nmbr",3495,"Overall",1328888,0.263001848161771
"3172","Maryland",2012,"MD","Coronary heart disease","Nmbr",6962,"Overall",5890740,0.118185491126751
"3173","Maryland",2012,"MD","Heart failure","Nmbr",3483,"Overall",5890740,0.0591266971551961
"3174","Maryland",2012,"MD","Cardiovascular disease","Nmbr",14234,"Overall",5890740,0.241633478985662
"3175","Maryland",2012,"MD","Chronic obstructive pulmonary disease","Nmbr",3824,"Overall",5890740,0.0649154435605713
"3176","Maryland",2012,"MD","Cerebrovascular disease","Nmbr",2280,"Overall",5890740,0.0387048146752361
"3177","Massachusetts",2012,"MA","Heart failure","Nmbr",6087,"Overall",6657780,0.0914268720204032
"3178","Massachusetts",2012,"MA","Cerebrovascular disease","Nmbr",2371,"Overall",6657780,0.0356124714244087
"3179","Massachusetts",2012,"MA","Coronary heart disease","Nmbr",6726,"Overall",6657780,0.101024665879618
"3180","Massachusetts",2012,"MA","Chronic obstructive pulmonary disease","Nmbr",4193,"Overall",6657780,0.0629789509416052
"3181","Massachusetts",2012,"MA","Cardiovascular disease","Nmbr",15204,"Overall",6657780,0.228364409758208
"3182","Michigan",2012,"MI","Chronic obstructive pulmonary disease","Nmbr",10332,"Overall",9886879,0.104502138642538
"3183","Michigan",2012,"MI","Cardiovascular disease","Nmbr",30076,"Overall",9886879,0.304201153872724
"3184","Michigan",2012,"MI","Heart failure","Nmbr",10844,"Overall",9886879,0.109680719264391
"3185","Michigan",2012,"MI","Coronary heart disease","Nmbr",15594,"Overall",9886879,0.157724191830405
"3186","Michigan",2012,"MI","Cerebrovascular disease","Nmbr",4414,"Overall",9886879,0.0446450290329233
"3187","Minnesota",2012,"MN","Cerebrovascular disease","Nmbr",2081,"Overall",5380443,0.0386771126466724
"3188","Minnesota",2012,"MN","Chronic obstructive pulmonary disease","Nmbr",4441,"Overall",5380443,0.0825396719192081
"3189","Minnesota",2012,"MN","Coronary heart disease","Nmbr",4144,"Overall",5380443,0.0770196803497407
"3190","Minnesota",2012,"MN","Heart failure","Nmbr",5393,"Overall",5380443,0.100233382269824
"3191","Minnesota",2012,"MN","Cardiovascular disease","Nmbr",10584,"Overall",5380443,0.196712426839203
"3192","Mississippi",2012,"MS","Chronic obstructive pulmonary disease","Nmbr",3084,"Overall",2985660,0.103293744096783
"3193","Mississippi",2012,"MS","Heart failure","Nmbr",4390,"Overall",2985660,0.147036166207807
"3194","Mississippi",2012,"MS","Coronary heart disease","Nmbr",3806,"Overall",2985660,0.127476001956016
"3195","Mississippi",2012,"MS","Cerebrovascular disease","Nmbr",1502,"Overall",2985660,0.0503071347708714
"3196","Mississippi",2012,"MS","Cardiovascular disease","Nmbr",9582,"Overall",2985660,0.320934064829887
"3197","Missouri",2012,"MO","Chronic obstructive pulmonary disease","Nmbr",6377,"Overall",6025468,0.105834102844791
"3198","Missouri",2012,"MO","Coronary heart disease","Nmbr",8857,"Overall",6025468,0.146992731518946
"3199","Missouri",2012,"MO","Heart failure","Nmbr",6116,"Overall",6025468,0.101502489101262
"3200","Missouri",2012,"MO","Cerebrovascular disease","Nmbr",2989,"Overall",6025468,0.0496061052850998
"3201","Missouri",2012,"MO","Cardiovascular disease","Nmbr",17870,"Overall",6025468,0.296574473551266
"3202","Montana",2012,"MT","Chronic obstructive pulmonary disease","Nmbr",1054,"Overall",1005157,0.104859240894706
"3203","Montana",2012,"MT","Heart failure","Nmbr",1075,"Overall",1005157,0.106948466756934
"3204","Montana",2012,"MT","Coronary heart disease","Nmbr",1072,"Overall",1005157,0.106650005919473
"3205","Montana",2012,"MT","Cardiovascular disease","Nmbr",2508,"Overall",1005157,0.249513260117574
"3206","Montana",2012,"MT","Cerebrovascular disease","Nmbr",415,"Overall",1005157,0.0412870825154677
"3207","Nebraska",2012,"NE","Heart failure","Nmbr",2243,"Overall",1855973,0.120853051202792
"3208","Nebraska",2012,"NE","Coronary heart disease","Nmbr",1715,"Overall",1855973,0.0924043614858621
"3209","Nebraska",2012,"NE","Chronic obstructive pulmonary disease","Nmbr",2075,"Overall",1855973,0.111801195383769
"3210","Nebraska",2012,"NE","Cerebrovascular disease","Nmbr",776,"Overall",1855973,0.0418109530688216
"3211","Nebraska",2012,"NE","Cardiovascular disease","Nmbr",4534,"Overall",1855973,0.244292346925305
"3212","Nevada",2012,"NV","Cerebrovascular disease","Nmbr",897,"Overall",2754874,0.0325604728201725
"3213","Nevada",2012,"NV","Cardiovascular disease","Nmbr",6515,"Overall",2754874,0.236489944730685
"3214","Nevada",2012,"NV","Chronic obstructive pulmonary disease","Nmbr",2127,"Overall",2754874,0.0772086128077001
"3215","Nevada",2012,"NV","Heart failure","Nmbr",1279,"Overall",2754874,0.0464268057268681
"3216","Nevada",2012,"NV","Coronary heart disease","Nmbr",2633,"Overall",2754874,0.0955760590139513
"3217","New Hampshire",2012,"NH","Chronic obstructive pulmonary disease","Nmbr",1314,"Overall",1321393,0.0994405146689895
"3218","New Hampshire",2012,"NH","Heart failure","Nmbr",1299,"Overall",1321393,0.0983053489764211
"3219","New Hampshire",2012,"NH","Coronary heart disease","Nmbr",1483,"Overall",1321393,0.112230048138593
"3220","New Hampshire",2012,"NH","Cerebrovascular disease","Nmbr",457,"Overall",1321393,0.0345847147669164
"3221","New Hampshire",2012,"NH","Cardiovascular disease","Nmbr",2976,"Overall",1321393,0.225216873405565
"3222","New Jersey",2012,"NJ","Cardiovascular disease","Nmbr",23561,"Overall",8874893,0.265479257045691
"3223","New Jersey",2012,"NJ","Heart failure","Nmbr",7676,"Overall",8874893,0.0864911836120165
"3224","New Jersey",2012,"NJ","Cerebrovascular disease","Nmbr",3440,"Overall",8874893,0.0387610306963701
"3225","New Jersey",2012,"NJ","Chronic obstructive pulmonary disease","Nmbr",6405,"Overall",8874893,0.0721698841890263
"3226","New Jersey",2012,"NJ","Coronary heart disease","Nmbr",11597,"Overall",8874893,0.130671997960989
"3227","New Mexico",2012,"NM","Cerebrovascular disease","Nmbr",677,"Overall",2084792,0.032473263519814
"3228","New Mexico",2012,"NM","Coronary heart disease","Nmbr",2220,"Overall",2084792,0.106485443152123
"3229","New Mexico",2012,"NM","Cardiovascular disease","Nmbr",4363,"Overall",2084792,0.209277472285005
"3230","New Mexico",2012,"NM","Chronic obstructive pulmonary disease","Nmbr",1796,"Overall",2084792,0.0861476828383839
"3231","New Mexico",2012,"NM","Heart failure","Nmbr",1627,"Overall",2084792,0.078041358562389
"3232","New York",2012,"NY","Coronary heart disease","Nmbr",31437,"Overall",19606981,0.160335749802583
"3233","New York",2012,"NY","Chronic obstructive pulmonary disease","Nmbr",13412,"Overall",19606981,0.0684042076646068
"3234","New York",2012,"NY","Cardiovascular disease","Nmbr",53709,"Overall",19606981,0.273927944337785
"3235","New York",2012,"NY","Heart failure","Nmbr",16045,"Overall",19606981,0.0818330981194912
"3236","New York",2012,"NY","Cerebrovascular disease","Nmbr",6139,"Overall",19606981,0.0313102766815554
"3237","North Carolina",2012,"NC","Cerebrovascular disease","Nmbr",4410,"Overall",9747021,0.0452445931941667
"3238","North Carolina",2012,"NC","Cardiovascular disease","Nmbr",23527,"Overall",9747021,0.24137631385015
"3239","North Carolina",2012,"NC","Heart failure","Nmbr",8797,"Overall",9747021,0.0902532168546677
"3240","North Carolina",2012,"NC","Chronic obstructive pulmonary disease","Nmbr",9270,"Overall",9747021,0.095105981612228
"3241","North Carolina",2012,"NC","Coronary heart disease","Nmbr",10622,"Overall",9747021,0.108976886373796
"3242","North Dakota",2012,"ND","Cerebrovascular disease","Nmbr",343,"Overall",702265,0.0488419613678597
"3243","North Dakota",2012,"ND","Chronic obstructive pulmonary disease","Nmbr",727,"Overall",702265,0.10352217467765
"3244","North Dakota",2012,"ND","Heart failure","Nmbr",951,"Overall",702265,0.135418965775028
"3245","North Dakota",2012,"ND","Cardiovascular disease","Nmbr",1882,"Overall",702265,0.267990003773504
"3246","North Dakota",2012,"ND","Coronary heart disease","Nmbr",880,"Overall",702265,0.12530882216827
"3247","Ohio",2012,"OH","Coronary heart disease","Nmbr",16370,"Overall",11551783,0.141709725676114
"3248","Ohio",2012,"OH","Cardiovascular disease","Nmbr",34834,"Overall",11551783,0.301546523164433
"3249","Ohio",2012,"OH","Heart failure","Nmbr",12841,"Overall",11551783,0.111160329102442
"3250","Ohio",2012,"OH","Chronic obstructive pulmonary disease","Nmbr",13975,"Overall",11551783,0.12097699549931
"3251","Ohio",2012,"OH","Cerebrovascular disease","Nmbr",5788,"Overall",11551783,0.0501048193166371
"3252","Oklahoma",2012,"OK","Cardiovascular disease","Nmbr",11828,"Overall",3817679,0.309821752955133
"3253","Oklahoma",2012,"OK","Cerebrovascular disease","Nmbr",1893,"Overall",3817679,0.0495851013141754
"3254","Oklahoma",2012,"OK","Heart failure","Nmbr",4913,"Overall",3817679,0.128690756870863
"3255","Oklahoma",2012,"OK","Coronary heart disease","Nmbr",6193,"Overall",3817679,0.162218981742572
"3256","Oklahoma",2012,"OK","Chronic obstructive pulmonary disease","Nmbr",5157,"Overall",3817679,0.135082074737033
"3257","Oregon",2012,"OR","Heart failure","Nmbr",4695,"Overall",3899444,0.120401780356379
"3258","Oregon",2012,"OR","Coronary heart disease","Nmbr",3318,"Overall",3899444,0.0850890537215049
"3259","Oregon",2012,"OR","Cardiovascular disease","Nmbr",8816,"Overall",3899444,0.226083513444481
"3260","Oregon",2012,"OR","Chronic obstructive pulmonary disease","Nmbr",3912,"Overall",3899444,0.100321994622823
"3261","Oregon",2012,"OR","Cerebrovascular disease","Nmbr",1763,"Overall",3899444,0.0452115737525658
"3262","Pennsylvania",2012,"PA","Heart failure","Nmbr",14893,"Overall",12772789,0.116599436505214
"3263","Pennsylvania",2012,"PA","Cerebrovascular disease","Nmbr",6546,"Overall",12772789,0.0512495743881779
"3264","Pennsylvania",2012,"PA","Chronic obstructive pulmonary disease","Nmbr",12695,"Overall",12772789,0.0993909787439533
"3265","Pennsylvania",2012,"PA","Cardiovascular disease","Nmbr",40112,"Overall",12772789,0.314042610427527
"3266","Pennsylvania",2012,"PA","Coronary heart disease","Nmbr",18883,"Overall",12772789,0.147837719702408
"3267","Rhode Island",2012,"RI","Heart failure","Nmbr",1293,"Overall",1052393,0.122862846864242
"3268","Rhode Island",2012,"RI","Coronary heart disease","Nmbr",1695,"Overall",1052393,0.161061504590015
"3269","Rhode Island",2012,"RI","Chronic obstructive pulmonary disease","Nmbr",1143,"Overall",1052393,0.10860961636955
"3270","Rhode Island",2012,"RI","Cardiovascular disease","Nmbr",2946,"Overall",1052393,0.279933446915743
"3271","Rhode Island",2012,"RI","Cerebrovascular disease","Nmbr",433,"Overall",1052393,0.0411443253613431
"3272","South Carolina",2012,"SC","Heart failure","Nmbr",4690,"Overall",4721341,0.099336184359486
"3273","South Carolina",2012,"SC","Coronary heart disease","Nmbr",5221,"Overall",4721341,0.110582989027905
"3274","South Carolina",2012,"SC","Chronic obstructive pulmonary disease","Nmbr",4402,"Overall",4721341,0.093236222505428
"3275","South Carolina",2012,"SC","Cerebrovascular disease","Nmbr",2349,"Overall",4721341,0.0497528138721605
"3276","South Carolina",2012,"SC","Cardiovascular disease","Nmbr",12579,"Overall",4721341,0.266428542229845
"3277","South Dakota",2012,"SD","Cerebrovascular disease","Nmbr",408,"Overall",834631,0.0488838780251393
"3278","South Dakota",2012,"SD","Heart failure","Nmbr",943,"Overall",834631,0.112984061219868
"3279","South Dakota",2012,"SD","Cardiovascular disease","Nmbr",2268,"Overall",834631,0.271736851375039
"3280","South Dakota",2012,"SD","Coronary heart disease","Nmbr",1191,"Overall",834631,0.142697790999855
"3281","South Dakota",2012,"SD","Chronic obstructive pulmonary disease","Nmbr",979,"Overall",834631,0.117297344575028
"3282","Tennessee",2012,"TN","Heart failure","Nmbr",6254,"Overall",6455469,0.0968790958488066
"3283","Tennessee",2012,"TN","Chronic obstructive pulmonary disease","Nmbr",7567,"Overall",6455469,0.117218439125027
"3284","Tennessee",2012,"TN","Cerebrovascular disease","Nmbr",3120,"Overall",6455469,0.0483311127355735
"3285","Tennessee",2012,"TN","Coronary heart disease","Nmbr",10002,"Overall",6455469,0.15493839409654
"3286","Tennessee",2012,"TN","Cardiovascular disease","Nmbr",18871,"Overall",6455469,0.292325778343913
"3287","Texas",2012,"TX","Coronary heart disease","Nmbr",23479,"Overall",26089741,0.0899932276062074
"3288","Texas",2012,"TX","Heart failure","Nmbr",20528,"Overall",26089741,0.0786822682524905
"3289","Texas",2012,"TX","Cardiovascular disease","Nmbr",51745,"Overall",26089741,0.198334663421917
"3290","Texas",2012,"TX","Chronic obstructive pulmonary disease","Nmbr",19175,"Overall",26089741,0.0734963217917725
"3291","Texas",2012,"TX","Cerebrovascular disease","Nmbr",9305,"Overall",26089741,0.0356653598056033
"3297","Utah",2012,"UT","Chronic obstructive pulmonary disease","Nmbr",1039,"Overall",2856343,0.036375183232546
