"","states","year","disease","deathpop","class","population","ratio"
"4200","Virginia",2013,"Mortality from heart failure",6434,"Overall",8267875,0.000778192703687465
"4201","Virginia",2013,"Mortality from heart failure",2912,"Male",8267875,0.000352206582707165
"4202","Virginia",2013,"Mortality from coronary heart disease",3274,"Female",8267875,0.000395990505420075
"4203","Virginia",2013,"Mortality from heart failure",3522,"Female",8267875,0.0004259861209803
"4204","Virginia",2013,"Mortality from total cardiovascular disease",9040,"Male",8267875,0.00109338856719532
"4205","Virginia",2013,"Mortality from total cardiovascular disease",18233,"Overall",8267875,0.00220528249399029
"4206","Virginia",2013,"Current asthma prevalence among adults aged >= 18 years",5.6,"Male",8267875,6.77320351359932e-07
"4207","Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.6,"Male",8267875,9.19220476845622e-07
"4208","Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.6,"Overall",8267875,7.98270414102777e-07
"4209","Virginia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2826,"Female",8267875,0.00034180487731128
"4210","Virginia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",5660,"Overall",8267875,0.000684577355124503
"4211","Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5,"Male",8267875,6.04750313714225e-07
"4212","Virginia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2834,"Male",8267875,0.000342772477813223
"4213","Virginia",2013,"Mortality from total cardiovascular disease",9193,"Female",8267875,0.00111189392679497
"4214","Virginia",2013,"Mortality from coronary heart disease",7517,"Overall",8267875,0.000909181621637966
"4215","Virginia",2013,"Current asthma prevalence among adults aged >= 18 years",8.7,"Overall",8267875,1.05226554586275e-06
"4216","Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",8.1,"Female",8267875,9.79695508217045e-07
"4217","Virginia",2013,"Mortality from diseases of the heart",13663,"Overall",8267875,0.00165254070725549
"4218","Virginia",2013,"Mortality from diseases of the heart",6588,"Female",8267875,0.000796819013349863
"4219","Virginia",2013,"Current asthma prevalence among adults aged >= 18 years",11.6,"Female",8267875,1.403020727817e-06
"4220","Virginia",2013,"Mortality from cerebrovascular disease (stroke)",3287,"Overall",8267875,0.000397562856235732
"4221","Virginia",2013,"Mortality from cerebrovascular disease (stroke)",1916,"Female",8267875,0.000231740320215291
"4222","Virginia",2013,"Mortality from diseases of the heart",7075,"Male",8267875,0.000855721693905629
"4223","Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",9.9,"Overall",8267875,1.19740562115417e-06
"4224","Virginia",2013,"Mortality from cerebrovascular disease (stroke)",1371,"Male",8267875,0.000165822536020441
"4225","Virginia",2013,"Mortality from coronary heart disease",4243,"Male",8267875,0.000513191116217892
"4226","Washington",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",3184,"Male",6973281,0.000456599984999887
"4227","Washington",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2922,"Female",6973281,0.00041902800130957
"4228","Washington",2013,"Mortality from diseases of the heart",10524,"Overall",6973281,0.00150918914640038
"4229","Washington",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.5,"Female",6973281,1.21893840216678e-06
"4230","Washington",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.2,"Female",6973281,8.89108010992243e-07
"4231","Washington",2013,"Mortality from cerebrovascular disease (stroke)",2652,"Overall",6973281,0.000380308781476037
"4232","Washington",2013,"Mortality from cerebrovascular disease (stroke)",1543,"Female",6973281,0.000221273171122747
"4233","Washington",2013,"Mortality from total cardiovascular disease",14408,"Overall",6973281,0.00206617229393165
"4234","Washington",2013,"Mortality from coronary heart disease",2540,"Female",6973281,0.000364247475471016
"4235","Washington",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.6,"Overall",6973281,8.03065300251058e-07
"4236","Washington",2013,"Mortality from total cardiovascular disease",6947,"Female",6973281,0.000996231185865018
"4237","Washington",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.1,"Male",6973281,7.31363041300071e-07
"4238","Washington",2013,"Mortality from diseases of the heart",4756,"Female",6973281,0.000682031887141792
"4239","Washington",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.1,"Overall",6973281,1.161576595006e-06
"4240","Washington",2013,"Mortality from heart failure",3479,"Male",6973281,0.00049890431778097
"4241","Washington",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.8,"Male",6973281,1.1185552396354e-06
"4242","Washington",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",6106,"Overall",6973281,0.000875627986309458
"4243","Washington",2013,"Mortality from heart failure",7130,"Overall",6973281,0.00102247421264108
"4244","Washington",2013,"Mortality from total cardiovascular disease",7461,"Male",6973281,0.00106994110806663
"4245","Washington",2013,"Current asthma prevalence among adults aged >= 18 years",7.1,"Male",6973281,1.01817207710402e-06
"4246","Washington",2013,"Mortality from heart failure",3651,"Female",6973281,0.00052356989486011
"4247","Washington",2013,"Mortality from cerebrovascular disease (stroke)",1109,"Male",6973281,0.00015903561035329
"4248","Washington",2013,"Mortality from diseases of the heart",5768,"Male",6973281,0.00082715725925859
"4249","Washington",2013,"Mortality from coronary heart disease",3920,"Male",6973281,0.000562145710175741
"4250","Washington",2013,"Current asthma prevalence among adults aged >= 18 years",12.7,"Female",6973281,1.82123737735508e-06
"4251","Washington",2013,"Mortality from coronary heart disease",6460,"Overall",6973281,0.000926393185646757
"4252","Washington",2013,"Current asthma prevalence among adults aged >= 18 years",9.9,"Overall",6973281,1.41970472722955e-06
"4253","West Virginia",2013,"Mortality from total cardiovascular disease",3059,"Male",1852985,0.00165084984497986
"4254","West Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",12,"Female",1852985,6.47603731276832e-06
"4255","West Virginia",2013,"Mortality from coronary heart disease",2934,"Overall",1852985,0.00158339112297185
"4256","West Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",9.1,"Male",1852985,4.91099496218264e-06
"4257","West Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",14.6,"Overall",1852985,7.87917873053479e-06
"4258","West Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",12.6,"Male",1852985,6.79983917840673e-06
"4259","West Virginia",2013,"Mortality from heart failure",1474,"Female",1852985,0.000795473249918375
"4260","West Virginia",2013,"Mortality from cerebrovascular disease (stroke)",397,"Male",1852985,0.000214248901097418
"4261","West Virginia",2013,"Current asthma prevalence among adults aged >= 18 years",9,"Overall",1852985,4.85702798457624e-06
"4262","West Virginia",2013,"Mortality from coronary heart disease",1631,"Male",1852985,0.000880201404760427
"4263","West Virginia",2013,"Mortality from total cardiovascular disease",3167,"Female",1852985,0.00170913418079477
"4264","West Virginia",2013,"Mortality from total cardiovascular disease",6226,"Overall",1852985,0.00335998402577463
"4265","West Virginia",2013,"Mortality from diseases of the heart",4666,"Overall",1852985,0.00251809917511475
"4266","West Virginia",2013,"Mortality from coronary heart disease",1303,"Female",1852985,0.000703189718211426
"4267","West Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",10.6,"Overall",1852985,5.72049962627868e-06
"4268","West Virginia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",16.3,"Female",1852985,8.79661734984363e-06
"4269","West Virginia",2013,"Mortality from cerebrovascular disease (stroke)",586,"Female",1852985,0.000316246488773519
"4270","West Virginia",2013,"Mortality from diseases of the heart",2263,"Female",1852985,0.00122127270323289
"4271","West Virginia",2013,"Current asthma prevalence among adults aged >= 18 years",5.5,"Male",1852985,2.96818376835215e-06
"4272","West Virginia",2013,"Mortality from heart failure",2663,"Overall",1852985,0.0014371406136585
"4273","West Virginia",2013,"Current asthma prevalence among adults aged >= 18 years",12.4,"Female",1852985,6.69190522319393e-06
"4274","West Virginia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1654,"Male",1852985,0.0008926138096099
"4275","West Virginia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",3171,"Overall",1852985,0.00171129285989903
"4276","West Virginia",2013,"Mortality from diseases of the heart",2403,"Male",1852985,0.00129682647188186
"4277","West Virginia",2013,"Mortality from cerebrovascular disease (stroke)",983,"Overall",1852985,0.000530495389870938
"4278","West Virginia",2013,"Mortality from heart failure",1189,"Male",1852985,0.000641667363740127
"4279","West Virginia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1517,"Female",1852985,0.000818679050289128
"4280","Wisconsin",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.9,"Male",5743653,1.54953650577429e-06
"4281","Wisconsin",2013,"Mortality from total cardiovascular disease",7591,"Male",5743653,0.00132163276576771
"4282","Wisconsin",2013,"Current asthma prevalence among adults aged >= 18 years",13.1,"Female",5743653,2.28077845231946e-06
"4283","Wisconsin",2013,"Mortality from diseases of the heart",11362,"Overall",5743653,0.00197818357063005
"4284","Wisconsin",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.6,"Female",5743653,1.49730493816392e-06
"4285","Wisconsin",2013,"Mortality from diseases of the heart",5289,"Female",5743653,0.000920842536970809
"4286","Wisconsin",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.7,"Female",5743653,9.92399784597015e-07
"4287","Wisconsin",2013,"Current asthma prevalence among adults aged >= 18 years",7.6,"Male",5743653,1.32319971279602e-06
"4288","Wisconsin",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.6,"Male",5743653,9.74989262060225e-07
"4289","Wisconsin",2013,"Mortality from total cardiovascular disease",14999,"Overall",5743653,0.00261140427529309
"4290","Wisconsin",2013,"Mortality from total cardiovascular disease",7408,"Female",5743653,0.00128977150952538
"4291","Wisconsin",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.7,"Overall",5743653,1.51471546070071e-06
"4292","Wisconsin",2013,"Mortality from cerebrovascular disease (stroke)",2536,"Overall",5743653,0.000441530851532988
"4293","Wisconsin",2013,"Mortality from cerebrovascular disease (stroke)",1505,"Female",5743653,0.000262028364178686
"4294","Wisconsin",2013,"Mortality from cerebrovascular disease (stroke)",1031,"Male",5743653,0.000179502487354302
"4295","Wisconsin",2013,"Current asthma prevalence among adults aged >= 18 years",10.4,"Overall",5743653,1.81069434382613e-06
"4296","Wisconsin",2013,"Mortality from heart failure",6267,"Overall",5743653,0.00109111744738061
"4297","Wisconsin",2013,"Mortality from coronary heart disease",4050,"Male",5743653,0.000705126162739985
"4298","Wisconsin",2013,"Mortality from heart failure",2856,"Male",5743653,0.000497244523650715
"4299","Wisconsin",2013,"Mortality from heart failure",3411,"Female",5743653,0.000593872923729898
"4300","Wisconsin",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.7,"Overall",5743653,9.92399784597015e-07
"4301","Wisconsin",2013,"Mortality from diseases of the heart",6073,"Male",5743653,0.00105734103365924
"4302","Wisconsin",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2628,"Female",5743653,0.000457548532266834
"4303","Wisconsin",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",5317,"Overall",5743653,0.00092571748328111
"4304","Wisconsin",2013,"Mortality from coronary heart disease",6754,"Overall",5743653,0.00117590669213478
"4305","Wisconsin",2013,"Mortality from coronary heart disease",2704,"Female",5743653,0.000470780529394795
"4306","Wisconsin",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2689,"Male",5743653,0.000468168951014276
"4307","Wyoming",2013,"Mortality from total cardiovascular disease",532,"Female",583131,0.000912316443474965
"4308","Wyoming",2013,"Current asthma prevalence among adults aged >= 18 years",11,"Female",583131,1.88636858613245e-05
"4309","Wyoming",2013,"Current asthma prevalence among adults aged >= 18 years",9.1,"Overall",583131,1.56054128489139e-05
"4310","Wyoming",2013,"Current asthma prevalence among adults aged >= 18 years",7.3,"Male",583131,1.25186278897881e-05
"4311","Wyoming",2013,"Mortality from total cardiovascular disease",1241,"Overall",583131,0.00212816674126397
"4312","Wyoming",2013,"Mortality from coronary heart disease",517,"Overall",583131,0.00088659323548225
"4313","Wyoming",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7.1,"Overall",583131,1.21756517832185e-05
"4314","Wyoming",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7.5,"Female",583131,1.28616039963576e-05
"4315","Wyoming",2013,"Mortality from heart failure",266,"Female",583131,0.000456158221737483
"4316","Wyoming",2013,"Mortality from cerebrovascular disease (stroke)",101,"Male",583131,0.000173202933817616
"4317","Wyoming",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",10.7,"Overall",583131,1.83492217014702e-05
"4318","Wyoming",2013,"Mortality from heart failure",529,"Overall",583131,0.000907171801876422
"4319","Wyoming",2013,"Mortality from heart failure",263,"Male",583131,0.00045101358013894
"4320","Wyoming",2013,"Mortality from total cardiovascular disease",709,"Male",583131,0.001215850297789
"4321","Wyoming",2013,"Mortality from diseases of the heart",939,"Overall",583131,0.00161027282034397
"4322","Wyoming",2013,"Mortality from coronary heart disease",175,"Female",583131,0.000300104093248344
"4323","Wyoming",2013,"Mortality from coronary heart disease",342,"Male",583131,0.000586489142233906
"4324","Wyoming",2013,"Mortality from cerebrovascular disease (stroke)",213,"Overall",583131,0.000365269553496556
"4325","Wyoming",2013,"Mortality from cerebrovascular disease (stroke)",112,"Female",583131,0.00019206661967894
"4326","Wyoming",2013,"Mortality from diseases of the heart",378,"Female",583131,0.000648224841416423
"4327","Wyoming",2013,"Mortality from diseases of the heart",561,"Male",583131,0.000962047978927548
"4328","Wyoming",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",302,"Female",583131,0.000517893920919999
"4329","Wyoming",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.7,"Male",583131,1.14896995700795e-05
"4330","Wyoming",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",658,"Overall",583131,0.00112839139061377
"4331","Wyoming",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",356,"Male",583131,0.000610497469693774
"4332","Wyoming",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",10.4,"Male",583131,1.78347575416159e-05
"4333","Wyoming",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",10.9,"Female",583131,1.86921978080397e-05
"4334","Alabama",2014,"Mortality from heart failure",5879,"Overall",4846411,0.00121306261478855
"4335","Alabama",2014,"Mortality from total cardiovascular disease",8022,"Female",4846411,0.00165524550022687
"4336","Alabama",2014,"Mortality from coronary heart disease",5147,"Overall",4846411,0.00106202301042978
"4337","Alabama",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2275,"Female",4846411,0.000469419535404653
"4338","Alabama",2014,"Mortality from total cardiovascular disease",16227,"Overall",4846411,0.00334825090154343
"4339","Alabama",2014,"Mortality from heart failure",2753,"Male",4846411,0.00056804922240396
"4340","Alabama",2014,"Mortality from coronary heart disease",2203,"Female",4846411,0.000454563180877561
"4341","Alabama",2014,"Current asthma prevalence among adults aged >= 18 years",6.1,"Male",4846411,1.25866336965643e-06
"4342","Alabama",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",10.2,"Overall",4846411,2.10465022467141e-06
"4343","Alabama",2014,"Mortality from coronary heart disease",2944,"Male",4846411,0.000607459829552219
"4344","Alabama",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",4805,"Overall",4846411,0.000991455326426091
"4345","Alabama",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",11.6,"Female",4846411,2.39352378492043e-06
"4346","Alabama",2014,"Mortality from diseases of the heart",6463,"Male",4846411,0.00133356415706386
"4347","Alabama",2014,"Mortality from heart failure",3126,"Female",4846411,0.000645013392384591
"4348","Alabama",2014,"Mortality from cerebrovascular disease (stroke)",1173,"Male",4846411,0.000242034775837212
"4349","Alabama",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2530,"Male",4846411,0.000522035791021438
"4350","Alabama",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",14,"Overall",4846411,2.88873560249017e-06
"4351","Alabama",2014,"Mortality from total cardiovascular disease",8205,"Male",4846411,0.00169300540131656
"4352","Alabama",2014,"Mortality from diseases of the heart",5998,"Female",4846411,0.00123761686740972
"4353","Alabama",2014,"Current asthma prevalence among adults aged >= 18 years",12.7,"Female",4846411,2.62049586797323e-06
"4354","Alabama",2014,"Mortality from diseases of the heart",12461,"Overall",4846411,0.00257118102447357
"4355","Alabama",2014,"Mortality from cerebrovascular disease (stroke)",1490,"Female",4846411,0.000307444003407883
"4356","Alabama",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",8.6,"Male",4846411,1.77450901295825e-06
"4357","Alabama",2014,"Mortality from cerebrovascular disease (stroke)",2663,"Overall",4846411,0.000549478779245095
"4358","Alabama",2014,"Current asthma prevalence among adults aged >= 18 years",9.5,"Overall",4846411,1.9602134445469e-06
"4359","Alabama",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",12,"Male",4846411,2.47605908784872e-06
"4360","Alabama",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",15.8,"Female",4846411,3.26014446566748e-06
"4361","Alaska",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.4,"Overall",737046,1.00400789095932e-05
"4362","Alaska",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",223,"Male",737046,0.00030255913470801
"4363","Alaska",2014,"Current asthma prevalence among adults aged >= 18 years",8.1,"Overall",737046,1.09898161037439e-05
"4364","Alaska",2014,"Mortality from heart failure",193,"Female",737046,0.000261856112101551
"4365","Alaska",2014,"Current asthma prevalence among adults aged >= 18 years",5.5,"Male",737046,7.4622208111841e-06
"4366","Alaska",2014,"Mortality from heart failure",397,"Overall",737046,0.000538636665825471
"4367","Alaska",2014,"Mortality from diseases of the heart",489,"Male",737046,0.000663459268485278
"4368","Alaska",2014,"Mortality from total cardiovascular disease",622,"Male",737046,0.000843909335373912
"4369","Alaska",2014,"Mortality from diseases of the heart",782,"Overall",737046,0.00106099212260836
"4370","Alaska",2014,"Mortality from coronary heart disease",137,"Female",737046,0.000185877136569495
"4371","Alaska",2014,"Mortality from diseases of the heart",293,"Female",737046,0.000397532854123081
"4372","Alaska",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",2.7,"Male",737046,3.66327203458129e-06
"4373","Alaska",2014,"Mortality from cerebrovascular disease (stroke)",92,"Male",737046,0.000124822602659807
"4374","Alaska",2014,"Mortality from cerebrovascular disease (stroke)",157,"Overall",737046,0.000213012484973801
"4375","Alaska",2014,"Mortality from cerebrovascular disease (stroke)",65,"Female",737046,8.8189882313994e-05
"4376","Alaska",2014,"Mortality from heart failure",204,"Male",737046,0.00027678055372392
"4377","Alaska",2014,"Mortality from coronary heart disease",317,"Male",737046,0.000430095272208248
"4378","Alaska",2014,"Mortality from total cardiovascular disease",393,"Female",737046,0.00053320959614461
"4379","Alaska",2014,"Mortality from total cardiovascular disease",1015,"Overall",737046,0.00137711893151852
"4380","Alaska",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.2,"Female",737046,8.41195800533481e-06
"4381","Alaska",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",9.6,"Female",737046,1.30249672340668e-05
"4382","Alaska",2014,"Current asthma prevalence among adults aged >= 18 years",11,"Female",737046,1.49244416223682e-05
"4383","Alaska",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",168,"Female",737046,0.000227936926596169
"4384","Alaska",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",5.3,"Male",737046,7.19086732714105e-06
"4385","Alaska",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",391,"Overall",737046,0.000530496061304179
"4386","Alaska",2014,"Mortality from coronary heart disease",454,"Overall",737046,0.000615972408777742
"4387","Alaska",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.4,"Overall",737046,5.96977664894728e-06
"4388","Arizona",2014,"Mortality from heart failure",2325,"Female",6728783,0.000345530536502663
"4389","Arizona",2014,"Mortality from heart failure",4778,"Overall",6728783,0.000710083829423538
"4390","Arizona",2014,"Mortality from total cardiovascular disease",7734,"Male",6728783,0.0011493906104566
"4391","Arizona",2014,"Mortality from diseases of the heart",6049,"Male",6728783,0.000898973856044994
"4392","Arizona",2014,"Mortality from total cardiovascular disease",14489,"Overall",6728783,0.00215328685737079
"4393","Arizona",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.9,"Male",6728783,1.32267603220374e-06
"4394","Arizona",2014,"Mortality from total cardiovascular disease",6755,"Female",6728783,0.00100389624691419
"4395","Arizona",2014,"Mortality from diseases of the heart",4756,"Female",6728783,0.000706814293164158
"4396","Arizona",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",11.3,"Female",6728783,1.6793527150452e-06
"4397","Arizona",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.9,"Overall",6728783,1.02544546316919e-06
"4398","Arizona",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2584,"Female",6728783,0.000384021895192637
"4399","Arizona",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2972,"Male",6728783,0.00044168462558534
"4400","Arizona",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7.7,"Female",6728783,1.14433769078301e-06
"4401","Arizona",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.1,"Male",6728783,9.06553235555375e-07
"4402","Arizona",2014,"Mortality from diseases of the heart",10805,"Overall",6728783,0.00160578814920915
"4403","Arizona",2014,"Current asthma prevalence among adults aged >= 18 years",11.8,"Female",6728783,1.75366035730384e-06
"4404","Arizona",2014,"Mortality from heart failure",2453,"Male",6728783,0.000364553292920874
"4405","Arizona",2014,"Current asthma prevalence among adults aged >= 18 years",9.6,"Overall",6728783,1.42670673136584e-06
"4406","Arizona",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",5556,"Overall",6728783,0.000825706520777977
"4407","Arizona",2014,"Mortality from cerebrovascular disease (stroke)",2235,"Overall",6728783,0.000332155160896109
"4408","Arizona",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",10.2,"Overall",6728783,1.5158759020762e-06
"4409","Arizona",2014,"Mortality from cerebrovascular disease (stroke)",926,"Male",6728783,0.000137617753462996
"4410","Arizona",2014,"Mortality from cerebrovascular disease (stroke)",1309,"Female",6728783,0.000194537407433112
"4411","Arizona",2014,"Current asthma prevalence among adults aged >= 18 years",7.3,"Male",6728783,1.0848915769761e-06
"4412","Arizona",2014,"Mortality from coronary heart disease",7182,"Overall",6728783,0.00106735497340307
"4413","Arizona",2014,"Mortality from coronary heart disease",2900,"Female",6728783,0.000430984325100096
"4414","Arizona",2014,"Mortality from coronary heart disease",4282,"Male",6728783,0.00063637064830297
"4415","Arkansas",2014,"Mortality from diseases of the heart",4146,"Male",2966835,0.0013974487964447
"4416","Arkansas",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",3416,"Overall",2966835,0.0011513953421744
"4417","Arkansas",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",9,"Overall",2966835,3.03353573757893e-06
"4418","Arkansas",2014,"Mortality from total cardiovascular disease",5076,"Male",2966835,0.00171091415599452
"4419","Arkansas",2014,"Mortality from diseases of the heart",7581,"Overall",2966835,0.00255524826962066
"4420","Arkansas",2014,"Mortality from diseases of the heart",3435,"Female",2966835,0.00115779947317596
"4421","Arkansas",2014,"Mortality from cerebrovascular disease (stroke)",1583,"Overall",2966835,0.000533565230287495
"4422","Arkansas",2014,"Mortality from cerebrovascular disease (stroke)",673,"Male",2966835,0.000226841061265625
"4423","Arkansas",2014,"Mortality from total cardiovascular disease",4632,"Female",2966835,0.00156125972627396
"4424","Arkansas",2014,"Mortality from heart failure",1881,"Male",2966835,0.000634008969153997
"4425","Arkansas",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",8,"Male",2966835,2.69647621118128e-06
"4426","Arkansas",2014,"Mortality from coronary heart disease",4563,"Overall",2966835,0.00153800261895252
"4427","Arkansas",2014,"Mortality from heart failure",3833,"Overall",2966835,0.00129194916468223
"4428","Arkansas",2014,"Current asthma prevalence among adults aged >= 18 years",6.8,"Male",2966835,2.29200477950408e-06
"4429","Arkansas",2014,"Mortality from total cardiovascular disease",9708,"Overall",2966835,0.00327217388226848
"4430","Arkansas",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1740,"Male",2966835,0.000586483575931927
"4431","Arkansas",2014,"Current asthma prevalence among adults aged >= 18 years",10.6,"Female",2966835,3.57283097981519e-06
"4432","Arkansas",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",14.5,"Female",2966835,4.88736313276606e-06
"4433","Arkansas",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1676,"Female",2966835,0.000564911766242477
"4434","Arkansas",2014,"Mortality from cerebrovascular disease (stroke)",910,"Female",2966835,0.00030672416902187
"4435","Arkansas",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",10,"Female",2966835,3.37059526397659e-06
"4436","Arkansas",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",14.1,"Overall",2966835,4.752539322207e-06
"4437","Arkansas",2014,"Mortality from coronary heart disease",2680,"Male",2966835,0.000903319530745727
"4438","Arkansas",2014,"Mortality from coronary heart disease",1883,"Female",2966835,0.000634683088206793
"4439","Arkansas",2014,"Mortality from heart failure",1952,"Female",2966835,0.000657940195528231
"4440","Arkansas",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",13.6,"Male",2966835,4.58400955900817e-06
"4441","Arkansas",2014,"Current asthma prevalence among adults aged >= 18 years",8.8,"Overall",2966835,2.9661238322994e-06
"4442","California",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.3,"Male",38792291,1.10846765920579e-07
"4443","California",2014,"Mortality from cerebrovascular disease (stroke)",13731,"Overall",38792291,0.000353962079733832
"4444","California",2014,"Mortality from total cardiovascular disease",79249,"Overall",38792291,0.00204290589591628
"4445","California",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.9,"Overall",38792291,1.26313756514149e-07
"4446","California",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.7,"Female",38792291,2.24271363606754e-07
"4447","California",2014,"Current asthma prevalence among adults aged >= 18 years",4.8,"Male",38792291,1.23735924748554e-07
"4448","California",2014,"Mortality from cerebrovascular disease (stroke)",5862,"Male",38792291,0.000151112498099171
"4449","California",2014,"Mortality from cerebrovascular disease (stroke)",7869,"Female",38792291,0.00020284958163466
"4450","California",2014,"Mortality from heart failure",30062,"Overall",38792291,0.00077494778537313
"4451","California",2014,"Mortality from total cardiovascular disease",38728,"Female",38792291,0.000998342686179581
